"class","exp_dir","remaining_weight_count","remaining_weight_mb","summary_count","config_exists","base_action","no_summary_policy_action","reason"
"delete_ckpt_candidate_uncited_with_summary","wikiart512_ema_lowspatial_guard_e1_from_spectral_b48","0","0.000","2","True","delete_ckpt_candidate_uncited_with_summary","","uncited non-aaai exploratory/sweep directory with summary/metrics retained; eligible for checkpoint-only deletion while keeping data evidence"
"delete_ckpt_candidate_uncited_with_summary","wikiart512_ema_metric_budget_decoder_safety125_probe120_b80","0","0.000","1","True","delete_ckpt_candidate_uncited_with_summary","","uncited non-aaai exploratory/sweep directory with summary/metrics retained; eligible for checkpoint-only deletion while keeping data evidence"
"delete_probe_calibration_checkpoint_only","wikiart512_ema_metric_profile_budget_decoder_120b_b80","0","0.000","0","True","review_ckpt_candidate_no_summary","delete_probe_calibration_checkpoint_only","uncited no-summary short probe/calibration; training/config evidence retained and checkpoint is not cited"
"keep_payload_until_summary_or_owner_review","wikiart512_ema_pair_budget_tokonly_e1_b80","1","15.044","0","True","review_ckpt_candidate_no_summary","keep_payload_until_summary_or_owner_review","No summary.json found, so the checkpoint may be the only payload."
"no_checkpoint_delete","wikiart512_ema_pair_budget_tokonly_smoke_b80","0","0.000","0","True","no_checkpoint_delete","","no .pt/.ckpt/.pth files found; if space cleanup is desired this needs a generated-image/archive policy, not ckpt cleanup"
"delete_ckpt_candidate_uncited_with_summary","wikiart512_ema_pair_content_release_from_0790_e1_b160","0","0.000","1","True","delete_ckpt_candidate_uncited_with_summary","","uncited non-aaai exploratory/sweep directory with summary/metrics retained; eligible for checkpoint-only deletion while keeping data evidence"
"delete_ckpt_candidate_uncited_with_summary","wikiart512_ema_relative_margin_e1_from_spectral_b48","0","0.000","1","True","delete_ckpt_candidate_uncited_with_summary","","uncited non-aaai exploratory/sweep directory with summary/metrics retained; eligible for checkpoint-only deletion while keeping data evidence"
"delete_ckpt_candidate_uncited_with_summary","wikiart512_ema_relative_margin005_e1_from_spectral_b48","0","0.000","1","True","delete_ckpt_candidate_uncited_with_summary","","uncited non-aaai exploratory/sweep directory with summary/metrics retained; eligible for checkpoint-only deletion while keeping data evidence"
"delete_ckpt_candidate_uncited_with_summary","wikiart512_ema_spatial_atom_tokonly_e1_b32","0","0.000","1","True","delete_ckpt_candidate_uncited_with_summary","","uncited non-aaai exploratory/sweep directory with summary/metrics retained; eligible for checkpoint-only deletion while keeping data evidence"
"delete_ckpt_candidate_uncited_with_summary","wikiart512_ema_spatial_proto_blend025_guard_e1_b48","0","0.000","1","True","delete_ckpt_candidate_uncited_with_summary","","uncited non-aaai exploratory/sweep directory with summary/metrics retained; eligible for checkpoint-only deletion while keeping data evidence"
"delete_ckpt_candidate_uncited_with_summary","wikiart512_ema_spectral_guard_from_spectral_e2_b48","0","0.000","1","True","delete_ckpt_candidate_uncited_with_summary","","uncited non-aaai exploratory/sweep directory with summary/metrics retained; eligible for checkpoint-only deletion while keeping data evidence"
"keep_cited_until_citation_migrated","wikiart512_ema_spectral_stat_full_adapt_e2_b48","8","348.937","8","True","keep_cited_until_citation_migrated","","referenced by docs/reviews/master log/paper-facing files; TokenizerClean exp-surface policy says cited exp paths stay in place"
"keep_payload_until_summary_or_owner_review","wikiart512_ema_spectral_stat_full_e2_from_tok_b48","2","87.248","0","True","review_ckpt_candidate_no_summary","keep_payload_until_summary_or_owner_review","No summary.json found, so the checkpoint may be the only payload."
"delete_ckpt_candidate_uncited_with_summary","wikiart512_ema_spectral_stat_gain4_adapt_e2_b48","0","0.000","1","True","delete_ckpt_candidate_uncited_with_summary","","uncited non-aaai exploratory/sweep directory with summary/metrics retained; eligible for checkpoint-only deletion while keeping data evidence"
"delete_ckpt_candidate_uncited_with_summary","wikiart512_ema_spectral_stat_tokonly_e4_from_e8_b64","0","0.000","1","True","delete_ckpt_candidate_uncited_with_summary","","uncited non-aaai exploratory/sweep directory with summary/metrics retained; eligible for checkpoint-only deletion while keeping data evidence"
"no_checkpoint_delete","wikiart512_ema_spectral_stat_tokonly_smoke_b16","0","0.000","0","True","no_checkpoint_delete","","no .pt/.ckpt/.pth files found; if space cleanup is desired this needs a generated-image/archive policy, not ckpt cleanup"
"no_checkpoint_delete","wikiart512_ema_spectral_stat_tokonly_smoke_b64","0","0.000","0","True","no_checkpoint_delete","","no .pt/.ckpt/.pth files found; if space cleanup is desired this needs a generated-image/archive policy, not ckpt cleanup"
"delete_ckpt_candidate_uncited_with_summary","wikiart512_ema_styleboost_guard_e4_from_e8_b48","0","0.000","1","True","delete_ckpt_candidate_uncited_with_summary","","uncited non-aaai exploratory/sweep directory with summary/metrics retained; eligible for checkpoint-only deletion while keeping data evidence"
"delete_ckpt_candidate_uncited_with_summary","wikiart512_ema_tokenbudget_gradfix_tokonly_e1_b16","0","0.000","2","True","delete_ckpt_candidate_uncited_with_summary","","uncited non-aaai exploratory/sweep directory with summary/metrics retained; eligible for checkpoint-only deletion while keeping data evidence"
"keep_payload_until_summary_or_owner_review","wikiart512_ema_tokenbudget_tokonly_e1_from_spectral_b48","1","15.110","0","True","review_ckpt_candidate_no_summary","keep_payload_until_summary_or_owner_review","No summary.json found, so the checkpoint may be the only payload."
"delete_ckpt_candidate_uncited_with_summary","wikiart512_ema_tokenizer_only_e4_from_e8_b48","0","0.000","1","True","delete_ckpt_candidate_uncited_with_summary","","uncited non-aaai exploratory/sweep directory with summary/metrics retained; eligible for checkpoint-only deletion while keeping data evidence"
"delete_ckpt_candidate_uncited_with_summary","wikiart512_ema_tokenizer_owned_spatial_tokonly_e1_b32","0","0.000","1","True","delete_ckpt_candidate_uncited_with_summary","","uncited non-aaai exploratory/sweep directory with summary/metrics retained; eligible for checkpoint-only deletion while keeping data evidence"
"delete_ckpt_candidate_uncited_with_summary","wikiart512_ema_truegrad_tokenbudget_full_e1_b32","0","0.000","3","True","delete_ckpt_candidate_uncited_with_summary","","uncited non-aaai exploratory/sweep directory with summary/metrics retained; eligible for checkpoint-only deletion while keeping data evidence"
"keep_payload_until_summary_or_owner_review","wikiart512_ema_trueint_stylepush_tsw40_kin025_e1_b48","1","43.625","0","True","review_ckpt_candidate_no_summary","keep_payload_until_summary_or_owner_review","No summary.json found, so the checkpoint may be the only payload."
